years,a,b
1997,2.518913193224484,224.61302915856191
1997,4.84803029158865,193.74877561763176
1997,1.4681414411850522,210.57656857664776
1997,3.2843015673889844,184.48601349786978
1997,2.1051396204792843,187.3108206391182
1997,5.509090334328135,197.80684849743835
1997,1.4845273578446405,199.15503435578924
1997,-0.7324119523066317,196.55318969564064
1997,9.042402802344483,205.7254457011796
1997,6.3578547511704455,183.63522901314113
1997,4.072867657085627,212.92754303234716
1997,5.048369072852256,211.62016319400416
1997,4.233953686400887,205.79362823729602
1997,1.5712296048594676,191.88812609890547
1997,7.126678994138723,204.24723104335123
1997,8.69788046303869,191.01779016867224
1997,6.9564529973485145,190.6826487767293
1997,4.465629704267015,212.52360163531438
1997,-2.09222890065763,215.7681570971112
1997,5.50718165959143,209.52287793130787
1997,6.6113522044212525,174.42278237310506
1997,6.133739246593401,206.4615586712923
1997,3.809035823161219,218.1645365364893
1997,4.564404656449705,200.9142859101412
1997,7.565483783466093,211.02165387736517
1997,2.708039672714852,191.95721218223306
1997,6.755947674797044,188.6640723066332
1997,5.463007396685448,239.50959880839895
1997,5.621887105352369,224.0790083640254
1997,2.507051499980335,204.72230505588593
1997,6.514718633460736,177.45969199821945
1997,6.9909335837519,189.81924957611514
1997,3.71876950714638,184.56423791920682
1997,6.732017595669576,181.85493798994463
1997,8.186020767089616,191.34738437041335
1997,2.311088949169189,190.49280968211804
1997,5.601126904697006,221.0150615741479
1997,2.536828288873745,171.73631693745617
1997,4.57831815216405,215.5130935448103
1997,6.17828391441429,193.72824225435878
1997,9.148825900976371,187.872881739466
1997,5.374969798474039,185.60754447765424
1997,4.193832067349973,185.41079380040955
1997,2.4000270340625955,191.5192396857324
1997,5.744310152400253,194.9441714676928
1997,6.026701108392092,207.96757432957176
1997,8.945963923164744,185.40780191103255
1997,1.1428727236685403,204.09130821783128
1997,9.248271932328084,208.83043581861898
1997,7.036831655617014,216.21984316287922
1997,4.950099230012891,205.17853915041414
1997,5.59380171281294,199.68585928634917
1997,2.6065085563442016,197.6025656087045
1997,5.498344171000863,180.58310786086628
1997,3.0419262618973875,213.73318138576195
1997,6.995287242809917,214.50501957155413
1997,7.383547169255225,208.110242310256
1997,5.755908772001079,220.29671695666798
1997,7.90241391104829,193.32694853259298
1997,7.406718705919065,194.53949760599014
1997,1.5164072617320548,176.18442512377203
1997,7.313963414795314,197.86873128563855
1997,5.025437758307547,161.71128390992288
1997,4.473603265767662,202.28793470330416
1997,5.251853123205156,226.66661500909572
1997,-0.7539978611484699,210.1312030081654
1997,5.320492221176356,201.77389453922297
1997,6.664245052172955,210.54095506815017
1997,3.155655761470411,237.28279021251322
1997,5.16990058091099,183.3661860636881
1997,1.7758757237437646,207.17434359425482
1997,0.921935381687284,192.83034950945728
1997,2.678911487785262,210.43245606166994
1997,6.262301926980549,189.13014899353476
1997,3.8744379520682877,193.9393033802328
1997,5.396007056376692,187.78345884530117
1997,6.638809610832278,203.40444341549707
1997,7.216143152972567,212.29709545362886
1997,3.7774327070545293,184.77044909884074
1997,5.209410406353396,198.14600559898022
1997,2.344768962802091,204.01870096846437
1997,7.705920239872532,205.0473522972866
1997,6.9703483286424985,216.3400584180418
1997,2.1703510230187857,201.67053859879874
1997,7.095266108331922,184.54676038828455
1997,9.050390860728566,199.12612582303137
1997,2.8550446453505565,206.86130936631307
1997,9.709348119019097,208.02043562447602
1997,3.073506836373812,221.0029666782054
1997,4.88590978632785,167.90837495333398
1997,7.256040330818664,219.0347206110393
1997,8.983980468869898,236.72671130610223
1997,4.648115691756771,204.84062644076684
1997,4.15710597466938,198.09359205577076
1997,5.164572987651225,207.9259521014182
1997,4.037346184983715,211.3188841947574
1997,5.129711770918584,200.49397243093858
1997,6.83456158237847,219.057335817596
1997,4.182137048666613,212.29583924810274
1997,3.5022063951029097,185.77433140815106
1997,3.9069205641185443,200.8215378789023
1997,1.481916119345458,195.61288811593795
1997,2.991658232068703,200.09926506709184
1997,3.7870013775425972,180.8216583384704
1997,4.930020729078501,201.54804345602892
1997,5.0464880631792095,200.8214517590669
1997,2.426766438377455,205.4680129933606
1997,5.84898493226847,206.13866362148315
1997,1.7939931421082083,198.66192274790058
1997,4.4555083116640954,173.73137003296677
1997,5.5257487958726035,222.34220152434494
1997,0.6739311314628331,172.86070739853153
1997,8.086201323207685,215.11951460138368
1997,2.519939248300763,190.6791184550127
1997,4.285226839672328,202.84895799819014
1997,1.9567849689410566,193.4666862841621
1997,2.3947951982579685,211.73876996681406
1997,2.6869936720818313,189.16638948856962
1997,4.6827257423667366,197.29224011003168
1997,0.17912884826252107,203.88881140369563
1997,6.293301305994018,204.51605011548372
1997,0.7266313237244866,180.63012462306867
1997,5.138999160889372,216.4953331331489
1997,4.007941021089726,183.303363837535
1997,6.867722371493961,179.3875736793065
1997,4.535591996928048,204.81961303948688
1997,5.565993541921337,184.23425951507923
1997,5.523048988733265,207.3311798040552
1997,3.429352336451353,173.21975208333996
1997,2.930323184769478,195.3109381575507
1997,7.642997243188095,199.51504267526735
1997,1.2627017627798152,183.57129215272656
1997,1.8057999413257702,206.19683743849893
1997,2.243274986181497,187.34607097166315
1997,7.6879983345981415,229.54989075368445
1997,7.287664984432148,197.73923767239995
1997,2.915749245176842,183.52086603879673
1997,7.551742351479912,200.085798686546
1997,4.975670687289762,200.16869303049714
1997,6.514244850740812,196.4094586788459
1997,6.560737259687567,225.2697392134075
1997,2.3101013561321726,215.70684157843388
1997,5.755678128030013,222.6974206604002
1997,2.9084431664684947,206.39349378538677
1997,3.1671364452479067,196.7998314029086
1997,6.665567743688312,210.27923767465487
1997,4.708251462140899,200.5779922795072
1997,8.154291007014844,223.03851421283017
1997,4.934181144470978,191.26245159534156
1997,5.36660140013727,202.04299955410622
1997,5.226911952886112,231.51896298475458
1997,3.7078488007794954,214.97741176632144
1997,8.653713034755604,202.61891505426948
1997,1.6721087505073582,176.78315313447757
1997,6.2848181799941045,206.0208169172127
1997,6.731770740849058,195.64395487725542
1997,9.467106250695714,204.62936448994503
1997,1.7834389630192051,196.9547954669483
1997,3.4270002885507695,187.5743910451966
1997,2.9200422160152097,223.71999620127497
1997,7.25908486926692,218.20982117395218
1997,2.0873950969051123,231.2788703832789
1997,5.759634383239091,206.35156579940903
1997,2.2263879735891487,212.49462944460006
1997,2.7897936691261034,179.03476816147983
1997,4.599433713783082,212.98558940289334
1997,8.440043870077222,202.3173453104152
1997,6.538795009358863,170.3423910134541
1997,4.047244564718989,210.44815639894387
1997,6.074083187580337,211.12498715643008
1997,5.172731424211557,225.19804894642428
1997,3.8495306505056965,197.89322969904146
1997,8.896244235518287,201.2440797289983
1997,7.104468541627865,191.31396039673814
1997,1.774082086110714,191.3996481357704
1997,4.068427997515917,185.8669423492071
1997,6.786516310735694,203.88449016933498
1997,1.8478857472887706,192.96642222613255
1997,6.177867856525487,218.60014927827177
1997,-0.04125142431680473,193.52829713158312
1997,4.659163574191627,217.3559321140845
1997,3.1559366045248147,207.2993326971264
1997,-0.8723069510074879,212.2838631685662
1997,3.433897402451974,225.5297984114478
1997,6.510621145413384,197.6401362399228
1997,3.4659543639861337,188.229752349757
1997,5.112203039306801,220.35777784157762
1997,5.721715616151953,190.64023566027092
1997,6.293062584641294,181.7322278174593
1997,8.77645810986007,197.11980730344317
1997,3.53006204602063,210.35291388413378
1997,5.436697951832267,212.87618397202618
1997,0.05081844788939538,223.1124376755359
1997,4.151831113224764,204.38899807711454
1997,2.4254227691642627,198.00552614473446
1997,4.833019197056394,213.4064074069763
1997,5.75260413973418,212.7704740888806
1997,4.414719280693738,219.72186429226727
1997,7.492538775519322,206.60596661645724
1997,6.106788175314325,208.535856922905
