years,a,b
1995,5.120598670949445,197.4784820435665
1995,4.179243592885885,218.62727916402358
1995,3.702673495057711,185.5094011435494
1995,4.462243493333783,203.51014593376314
1995,7.475073575971167,209.4537273303474
1995,8.384960915061678,203.8420965469728
1995,4.506906265957011,202.0052250152646
1995,5.683940626229699,208.4860559145912
1995,5.238852539811849,210.5134243584198
1995,3.0427276786181467,212.28198442710115
1995,1.8181948594593411,207.74109747279726
1995,1.112416261962514,226.39406013889794
1995,3.575891491924919,217.76790135197132
1995,13.191023403300585,221.16010399184475
1995,6.479637099895395,213.84381924386815
1995,2.41869812629123,178.46679287735225
1995,5.691941940456619,205.00993178963483
1995,1.9226170820555932,207.59599785899783
1995,7.967581221546088,193.4009269872939
1995,-0.04567630025657632,190.55476550517983
1995,5.468171796909619,251.00236853202628
1995,3.643578483164115,195.31361091089946
1995,2.3984698566556557,187.24073265705744
1995,3.8588807419661206,213.29402634916408
1995,4.552153445691263,198.23682863342975
1995,3.549792694774047,170.20972582715183
1995,6.283530411734058,199.08051250074257
1995,1.3265345518865783,230.05190762105116
1995,3.3146605255765844,187.5252864156515
1995,-0.17345607993972756,181.38935862328742
1995,4.392155205432934,192.03768190233217
1995,7.360776309889118,211.14519331130546
1995,4.1736401570431685,201.74059032118345
1995,4.862542493396358,228.6113593419301
1995,4.343036348483085,205.92057353130824
1995,3.9822652784728225,200.01843048906503
1995,7.408817066598411,209.91441372725822
1995,2.60765628210317,206.5314947161988
1995,4.256965773444252,179.38515565951298
1995,3.6188175277944152,200.39393210798664
1995,0.5338228530667299,196.7568691762929
1995,2.0923256603367286,166.76934522295937
1995,1.6276887647368095,170.55039883727952
1995,6.827055593833791,183.37675784562452
1995,8.45964324307906,207.84625150993898
1995,10.583528662769925,220.239810589712
1995,6.250194345394741,199.3690969072874
1995,10.020864378123585,201.21011729369926
1995,2.4981069869284003,195.6836020186386
1995,7.469733105658003,210.48847342891733
1995,5.807205460051617,213.9167156833611
1995,5.286432248128932,213.35516687430783
1995,4.880962515437541,199.73932334628586
1995,2.2065385336190806,198.41001891633618
1995,11.325675957898234,192.9661618341985
1995,1.9927707041630516,179.20160924735816
1995,5.571187346435901,215.00740224975132
1995,8.326843333617505,193.57760877782897
1995,5.771859766608427,222.22877969168144
1995,1.2108607406095082,162.1067753877721
1995,4.943665861361893,191.2460321612912
1995,8.107931965561345,212.45554376517524
1995,3.5699924263479375,208.42249593322836
1995,0.3278603378122451,182.21254473300831
1995,0.27581281697977644,199.49619434607732
1995,1.538954920051971,187.5388325596716
1995,5.029876376247881,179.11278354415455
1995,6.30409210295873,173.95478266857873
1995,-0.6081219688607451,218.38841702854234
1995,3.189744614741322,197.99413549003887
1995,3.1780767413275512,196.90667407032808
1995,8.586294362478318,223.47331682432878
1995,3.2873072235477956,214.126589624875
1995,8.789392941380687,205.0675372677008
1995,5.5378301665769865,174.34866978399424
1995,7.042874761604299,179.48146511149218
1995,1.8135332847612422,187.7530402394889
1995,5.405518061590197,236.95873658272055
1995,5.973328203015285,183.87729417598445
1995,5.424236792608253,177.8733351188809
1995,8.753556001689336,198.927825376076
1995,7.276812585139636,217.48506337438278
1995,4.078479770618107,195.65961604368488
1995,3.8810814009473633,206.17819929403285
1995,6.81520244114651,167.2750085212299
1995,5.332193176769587,205.94060055499537
1995,1.2752597535644492,174.69977034471287
1995,5.499327494483357,187.41309361332543
1995,8.245076199253047,207.65736422929416
1995,7.006827034421088,224.26521827545915
1995,3.8116522107630133,191.19553237207515
1995,6.455910786232399,188.5456917515199
1995,4.915589039887624,217.73651017040254
1995,9.056333214006585,196.68067178681738
1995,6.680942830779367,201.81853048467457
1995,9.49361548413096,171.88776999024145
1995,7.603822380844473,222.24523892560688
1995,-1.2016862073116599,220.85505862513568
1995,3.842551930795766,177.95810284275876
1995,5.106270159627851,187.01408984502157
1995,2.4916127265127037,183.99387441708268
