years,a,b
1992,8.638900377023194,178.048107502762
1992,3.696827486357738,207.29988189826645
1992,4.785667237672533,205.75800973147344
1992,9.223937548367225,194.3442791808055
1992,6.486711179938871,201.55686269483465
1992,4.579365620309303,197.2551449784072
1992,5.063930416811372,173.9052209278023
1992,2.1981734732944496,215.79535883080104
1992,4.720000626002589,176.65839832834143
1992,10.048619291023648,187.5497950754845
1992,1.6528499400943315,208.02918301714834
1992,5.948938806811588,176.54369699419064
1992,5.992969358234028,208.0735539782518
1992,6.462171837938103,224.9864869403457
1992,0.9443641879909048,199.26871023032493
1992,7.836923535282443,214.12701571359514
1992,4.176388741790874,198.66944647215954
1992,7.279407827260179,214.72979636471513
1992,3.440487981679932,210.3945705122246
1992,2.421376859428217,197.5232451630396
1992,5.59444194863605,214.87058483332777
1992,9.503327437608963,190.5009402584442
1992,9.320594905216524,188.27219129647688
1992,7.347525974589951,209.71515272977928
1992,5.129767191350977,182.99106225034092
1992,4.440765274003426,183.28784897997255
1992,3.1340748561877643,211.1258158623134
1992,3.399566966962279,184.3164114316198
1992,6.4764981197874105,199.30132458087266
1992,6.683354482921738,197.55854353133185
1992,7.273847747629515,216.79692418652704
1992,4.1837853771372675,193.05138992025707
1992,2.574784488859179,229.7563069862654
1992,6.881475945303794,188.49252085410836
1992,5.260041782812384,189.73961070608544
1992,5.15399345035362,231.25117151976127
1992,2.540187059390769,214.53305232083082
1992,6.825825881657385,178.58428950044254
1992,4.60655738973679,213.67431762364393
1992,1.0842000727565857,158.5163133946445
1992,5.319733400267411,222.2891484240212
1992,4.8677368749615315,186.316934522868
1992,6.497363170672599,208.54073416047873
1992,3.4396603598459072,218.35545649037883
1992,4.642738687252081,162.64033802667387
1992,4.911916781818271,206.2236703720433
1992,9.985132624742793,206.59184025406765
1992,8.443316339937045,212.42682786694763
1992,4.129868361793506,203.96921667288888
1992,5.844934957499085,167.08109307195662
1992,4.268729009352001,193.2488626850561
1992,2.6947725536614193,215.40087307675523
1992,2.905656180928825,187.87874450103521
1992,6.76985236513829,187.72254047662693
1992,3.976912466060199,231.19556032488546
1992,6.650718423564577,224.88775226464452
1992,2.9242031326556885,225.5982625558678
1992,7.192677975013147,212.15948563125218
1992,10.843906193727726,172.78532305473829
1992,5.749712817240825,187.40024915706113
1992,1.1030129855824495,176.16324803265866
1992,3.809876152884436,192.2362821173718
1992,3.91923164360486,190.3344453556597
1992,2.266755924890419,198.0163064321937
1992,3.385795775187921,197.5631070716153
1992,3.602994992864147,184.7484242683861
1992,3.3444713352772046,190.53619644504155
1992,5.871933345563029,200.7585118621871
1992,7.1000494648471,212.28456112002502
1992,8.606396197138494,177.0126236720455
1992,2.041762399283327,217.99628195822802
1992,5.679426029050776,182.37297850518922
