years,a,b
2e3,5.568853808326481,195.90833893968107
2e3,3.4039337405832164,201.8877524515717
2e3,10.451958604606315,196.18153670462277
2e3,2.728389790166949,195.68282679321183
2e3,-0.4097103488366507,189.31598918647882
2e3,2.6091183868082384,217.87938174029364
2e3,5.450535807142855,216.74600271118416
2e3,-0.21583953497528707,184.00883568513103
2e3,4.780008518574208,208.20831852441145
2e3,2.9367928200118616,178.08164675361908
2e3,4.260997113815163,195.86353201806094
2e3,9.406330934533042,198.97305207545207
2e3,7.087837954149398,209.4650773032574
2e3,4.5724962113214165,181.07933485120714
2e3,5.451774508367178,193.47052589130232
2e3,2.001610511370023,207.70868643179924
2e3,6.446636899986657,175.04555155627617
2e3,1.8801769244594646,200.4720450575467
2e3,5.888066517848291,213.27280184073177
2e3,1.1795882468136099,196.787561570298
2e3,4.807753972545811,172.7716432384965
2e3,0.9413954096857351,226.0524739757909
2e3,5.631101718570363,225.08583831263434
2e3,6.1640258237943355,209.6732233248082
2e3,1.097431874008711,210.96902962069422
2e3,8.931508675039794,189.65274138207033
2e3,8.875508007016535,211.0417358512803
2e3,3.7460025372856753,232.25972654111638
2e3,3.6253359122409234,209.49448724800988
2e3,5.127695826926028,201.36452731904305
2e3,6.38537284304345,213.21199121004312
2e3,2.81948175648751,204.23648875398376
2e3,0.9098289891779308,177.7472167474821
2e3,7.028329778162178,178.64520851828325
2e3,3.034082588093292,214.60864101690862
2e3,7.2602712962466684,206.11317279287982
2e3,8.788359422841447,211.07715810280126
2e3,4.940263597425009,191.51573579435367
2e3,4.90567613084594,217.04851662638845
2e3,-0.6771343556498657,232.34389232776664
2e3,3.1877405302898003,185.8619047570421
2e3,6.710779812853439,199.08932756811882
2e3,3.6468661617405993,198.467274506441
2e3,6.006613702777734,182.07903788862345
2e3,8.307664477506414,190.23907902919046
2e3,7.294212227584841,227.7752185377497
2e3,-0.1917228260108157,179.89083300502136
2e3,4.749475974268651,208.1768367047308
2e3,3.7871883135151068,216.12732769237627
2e3,5.709604329865683,196.1296283269619
2e3,4.6312758830396605,179.0840821064407
2e3,7.022070975559783,193.2721980861053
2e3,6.411683685487296,196.89776313788806
2e3,6.995188819900276,187.4158002313259
2e3,6.5266271500877915,197.1053380456697
2e3,6.757677693812871,204.98388525615846
2e3,5.359618519683851,194.8696557012254
2e3,7.863437298003822,202.12309248536852
2e3,5.290743554017835,204.60385178713997
2e3,8.496656808974073,196.22405965529538
2e3,4.146884861215384,185.75513121993194
2e3,7.945755288075759,184.3896366169743
2e3,7.370499882909147,202.26409627888964
2e3,2.7798663530757035,191.1114740231592
2e3,1.9713990595986246,212.14079740629947
2e3,6.659158468573009,217.2044769494634
2e3,4.968920080865003,174.93556285974793
2e3,5.643976535321605,191.5242114015699
2e3,5.138395441182627,196.64429039074753
2e3,1.5072082767757595,201.17094753486452
2e3,0.7921927978227545,185.00412104658176
2e3,-0.07873495048227674,192.24608855474386
2e3,6.095257355260777,198.42609906903309
2e3,6.270123905761501,217.34083981768936
2e3,4.708020565420557,215.94870797993232
2e3,-0.26132617087513044,226.97035255904368
2e3,4.040422749660782,198.95306024854986
2e3,6.919901481687169,189.02119071816122
2e3,4.069127406630799,196.66656052391403
2e3,5.735533988016478,201.30845401291336
2e3,5.75289230184618,183.89914514427764
2e3,4.157520213067161,192.6569353364116
2e3,10.133888373312761,203.83065004205073
2e3,0.7974504385632528,190.8583783659812
2e3,6.851170546343118,179.36552465797934
2e3,4.158968142175828,209.85223037667424
2e3,4.90900854361053,218.70942941442934
2e3,6.349729712084446,187.79942975741486
2e3,8.048870228002167,218.31964469948022
2e3,4.427460711559555,209.12317285399126
2e3,0.653905345505005,173.376044205783
2e3,6.408045385208091,226.54044265206514
2e3,4.979815558945315,180.33740214556883
2e3,4.540719865189356,203.2189677678602
2e3,6.637099369069451,186.53040681597687
2e3,5.183483783919585,208.1059428183499
2e3,3.1924363539264435,188.69456176301753
2e3,6.9525992911508965,178.0661020867686
2e3,0.29035735443716426,196.0944883955438
2e3,5.274834577853135,200.9588726927327
2e3,5.87177945968801,188.26055729708713
2e3,6.58505525635263,222.63754260938174
2e3,10.381786353803742,198.7143257545499
2e3,10.587768058141034,187.44763459154544
2e3,6.934088497929498,213.90760212521727
2e3,4.802122514823013,196.38479691104345
2e3,3.7538310688684957,173.90329520105314
2e3,11.076450693900256,212.59091281520168
2e3,2.3823408421688512,194.08772366131527
2e3,1.2450524854337672,186.4896168301998
2e3,5.491682205008938,193.56394006191005
2e3,5.549863977022775,202.5836761827845
2e3,6.418594155385352,208.06324372469066
2e3,3.5568206870936026,204.82532165658742
2e3,6.628309667031825,205.70128950923672
2e3,4.96271930941916,198.50694800786957
2e3,5.303582050193257,217.23402911026704
2e3,5.734404567956663,195.99864070405425
2e3,6.003100146466581,212.89874092916634
2e3,4.8285580027117305,191.87982625413494
2e3,4.830682099895282,200.0219173571701
2e3,1.7931433171689042,229.68396624527867
