years,a,b
1994,3.4036548373507878,196.9595847545488
1994,4.293014618304612,213.7020510244036
1994,6.912868957868179,175.4623822796057
1994,3.1124598570679796,180.79780933219246
1994,5.501939324477474,185.24262671861254
1994,3.586306138357093,210.9557907505611
1994,2.9712197703733176,189.20021258335325
1994,7.3980421258734985,170.81144992723625
1994,9.659195862192156,198.26259047251204
1994,8.190036520250056,220.6943346278138
1994,4.4331854625889715,171.88391862866928
1994,4.053266930655746,205.39535615003854
1994,1.9204145546444593,191.14909550170768
1994,6.197125903915241,187.6808575270175
1994,7.466262216898171,193.46988475972728
1994,3.9467106930760787,195.19954678699554
1994,5.35408811907827,238.73669623532658
1994,3.8460546460724743,196.7251290691424
1994,2.078283526597473,225.55425936848303
1994,6.230001537471404,229.2906369950172
1994,4.328935022991009,185.10340601942343
1994,2.2159563265712228,196.97934216106498
1994,3.3220499309826903,189.90428584787043
1994,4.657417499812193,181.6517624610959
1994,3.5273527264193185,216.84756090364425
1994,3.5630154744698324,198.17908066804102
1994,3.117992763433414,183.8402491941687
1994,5.572088279056465,187.20616807774508
1994,3.8132592302112434,238.11744228258527
1994,5.251915259619491,211.2843316684855
1994,7.16214347467946,209.67624624444238
1994,5.624000069415966,182.66328353034308
1994,3.197463357152299,196.13204455899296
1994,6.734766710674413,198.09807830812036
1994,4.970701265852314,203.08017647221897
1994,4.048401839232288,218.4103492375652
1994,9.790039847543003,211.3340141007098
1994,0.8743246868548686,189.3274791394044
1994,8.000545717270484,232.39341311128112
1994,6.39590718263128,213.0345771333764
1994,3.942979860732491,195.63669211028105
1994,1.936686649618275,197.49071187700702
1994,1.759210893505481,194.41303495223775
1994,2.562389450274311,182.99654954829913
1994,6.490056967608012,190.3144850121225
1994,5.09581392214896,210.80177380753977
1994,2.1740582443064493,191.77180425721932
1994,9.595224140565291,209.7783236560826
1994,5.86222237219339,214.81931811026763
1994,0.09795652318366166,213.9843336106975
1994,4.744726856602271,184.62970811158576
1994,1.8748263283616473,208.75186162254238
1994,1.520579492272521,205.5606711593585
1994,0.4193972660317815,186.83449147925026
1994,3.8739126986147783,172.89699587372107
1994,8.836897400983863,190.9063249846264
1994,4.059807327662498,208.42689446960395
1994,-2.657897589776441,203.24421739725702
1994,6.442479376906022,209.75395409993706
1994,4.356434528450038,220.26421186397135
1994,8.79936947396881,182.3768026410866
1994,0.8911449630718007,198.7469319883184
1994,6.4815265151354575,188.62276948523075
1994,8.43904228049894,187.0887716833011
1994,1.95203112603191,208.24400664065922
1994,4.347121996134357,189.40075330960852
1994,5.888900848260063,203.5950157913873
1994,6.231696853831364,207.35657621651995
1994,3.8108539138724495,189.00549029141544
1994,5.079296880451389,204.52463638452838
1994,11.20816840056413,191.55727648804805
1994,2.3529562342747017,205.37325854873762
1994,7.5940516017547655,210.82250394917705
1994,6.339150179048547,223.22609914032137
1994,2.9301567458968254,206.80176390424208
1994,5.444900523415556,210.38282741839143
1994,5.422903370571308,192.69934457643242
1994,5.305329156256003,188.53887666726044
1994,5.383212278566239,178.30990401944487
1994,5.4005738810003825,194.09565313353983
1994,6.094830969288252,194.9838525396569
1994,5.476464930823245,201.24524126335777
1994,5.632025894706993,196.00239556367688
1994,9.782248496061303,225.77794314751458
1994,4.16827903364253,200.26325730490993
1994,2.7068819905732027,207.62786692012153
1994,2.617536917957294,193.14351239751164
1994,4.615773978109736,199.54805428356303
1994,4.179089233244977,193.24692372019368
1994,1.276818849793286,207.7776871756321
1994,3.4748898998922755,211.99157812071184
1994,4.3705984694821165,209.69396918415208
1994,7.770819627282274,203.3062721004025
1994,9.507825988231502,200.72391525893497
1994,2.868547699921788,212.5203795212536
1994,4.282401354337503,198.80092494504808
1994,5.189337915581306,203.7030054952978
1994,8.343562775333261,217.74023258473576
1994,4.880861364707728,186.6938918269259
1994,3.926659161368243,186.26312701535474
1994,2.0479514613415715,231.0800568289669
1994,5.258008448095178,221.899551592103
1994,3.549261217923585,192.3558224712481
1994,4.733370812942895,179.725808862707
1994,7.8781955432401425,183.8288801736641
1994,7.098751111123473,186.7413684922866
1994,1.3870102511410973,215.50470072983097
1994,1.8548217539098077,219.4533242179284
1994,6.995020920613579,215.8797960610018
1994,6.989893015203912,171.90033256099792
1994,7.58214816145153,216.1853509971914
1994,7.790705551889363,160.38307280867343
1994,4.413317928160054,203.6817385671715
1994,5.523896333764051,188.8033301913802
1994,5.5996179343189185,207.2753997708773
1994,5.201063130160346,183.22166104736405
1994,0.3986040941696203,207.84159839435884
1994,-2.9601464246670215,215.21993388069848
1994,0.7920759140025924,187.8311523549237
1994,4.432134122416565,207.85680370016675
1994,6.121548613069762,204.54874135679108
1994,3.1913297407858683,171.73001112784354
1994,1.3222898726318406,222.2832526667727
1994,7.689073855581148,190.6186716055637
1994,3.7478611903748136,178.04760082196137
1994,5.470395103453599,186.9611156182214
1994,6.299042731726741,181.8703619356092
1994,2.261764574620023,217.16430188151102
1994,2.7708348394368763,216.71719435056323
1994,5.27202383902384,210.4604607207665
1994,1.5169276986742513,202.18479150335594
1994,4.432811726581401,171.04491300276493
1994,2.763388602841112,177.17929543903114
1994,6.188523756093073,200.31605270631593
1994,5.580710328892371,193.95155025521814
1994,1.1568536879520757,222.46212554658788
1994,4.113568858209348,201.5583670672971
1994,3.643782604266855,169.25162066861262
1994,5.356258779689265,194.24483209111455
1994,7.839820984716015,216.5127984048209
1994,2.2526999308516356,216.00049527746947
1994,4.324287349072485,184.88621269842506
1994,8.576185338743855,180.97182235205122
1994,2.1891879945379564,206.54567310972962
1994,1.9389321214083655,203.59575089743413
1994,3.6318885650450796,177.94892559289391
1994,4.7859620450592155,208.21946921502024
1994,4.454666908976402,185.55057508903323
1994,6.069012573742315,215.81072410293044
1994,6.510832141116707,201.18516018178812
1994,4.983363189860916,197.8398393426247
1994,2.855417630730266,202.2774360981399
1994,3.6726149234838705,200.25410213460506
1994,4.550046524510872,219.3445772967094
1994,6.961647480983733,184.88855800448496
1994,0.80165110279935,187.60866503270148
1994,5.775798739789205,169.5239555153022
1994,5.574223708433993,176.57927033380207
1994,9.622064775036172,184.58467834581967
1994,8.29945446669963,218.38881046264163
1994,3.0592980863362653,216.36323824176745
1994,2.251167591043559,227.36223763224365
1994,0.14946286720739899,194.60146281868177
1994,2.944194975099006,194.67452090691762
1994,4.687420938385239,187.33445333264936
1994,6.197743910034575,236.69192830809163
1994,2.7220071577092466,188.94146755384187
1994,9.009383224332172,188.53111082146427
1994,1.7494718812761931,194.60007733631315
1994,6.535731064592833,203.73772022563102
1994,8.283402567555884,171.41793292172324
1994,0.6537842241556273,204.14458610614687
1994,7.548228103375544,174.31741051409202
1994,0.33004236022719446,195.53435676745136
1994,3.547541374351847,221.5588995151852
1994,8.552889126548965,222.69246264911862
1994,2.7987738471529013,199.4199794684451
1994,1.599823752710508,198.38890657932396
1994,5.314199263714754,219.2725250295354
1994,8.034021691328439,190.1903753178482
1994,6.898478085388993,200.77602416075254
1994,8.452666356873424,208.01987354421888
1994,6.482794279852112,204.3760565126398
1994,5.011664302309445,195.69170924038582
1994,2.946413758036011,225.50117851618054
1994,6.240961007846341,161.37954571794657
1994,5.754239491516729,197.17016173386568
1994,7.751854354579301,205.7630422609479
1994,7.3387562222646245,208.23437971311057
1994,6.778266464006844,198.3008674171521
1994,4.93579920001382,189.5525300644996
1994,4.310812015095604,195.13748950264645
1994,4.4504227695305225,226.74887454013884
1994,5.356277450367277,181.99722045999485
1994,1.3539836925133901,178.90078193858818
1994,4.350375391728045,192.95035128380715
1994,9.809940000274871,218.80947527935845
1994,3.620568591001409,167.26593264135585
1994,6.578620018289296,225.84496981307268
1994,3.2618017617120763,211.80338634150186
